budget,revenue,genres_name,original_title
45000000,212000000,Comedy,Miss Congeniality
0,11472454,Drama,The Man Who Knew Infinity
27000000,44352417,Adventure,The Sisterhood of the Traveling Pants 2
3000000,6804016,Drama,Woman Thou Art Loosed
30000000,36894225,Crime,The Family
0,4314688,Comedy,День выборов 2
70000000,218613188,Adventure,The Prince of Egypt
11000000,23978402,Action,Corky Romano
0,108083,Fantasy,뷰티 인사이드
13000000,3500605,Drama,Miss Sloane
13000000,68572378,Crime,The Call
15000000,108286421,Thriller,10 Cloverfield Lane
0,524668,Drama,Proof
40000000,65754228,Drama,Sweet November
0,20374201,Drama,Polisse
0,17530973,Drama,The Babe
40000000,176997168,Action,In the Line of Fire
2800000,26279000,Romance,Private Lessons
700000,1179676,Documentary,Videocracy
3000000,1449945,Horror,Night Of The Living Dead 3D
0,43471,Documentary,Demain
32000000,57284237,Adventure,The Physician
24000000,30551495,Romance,I Don't Know How She Does It
0,7840873,Family,D.A.R.Y.L.
270000000,391081192,Adventure,Superman Returns
46000000,107196498,Action,Shaft
25000000,119772232,Comedy,Parental Guidance
60000000,78309131,Action,Priest
30000000,102000000,Drama,The Other Woman
13000000,23727301,Comedy,Les Poupées Russes
5000000,9760104,Science Fiction,Moon
38000000,205298907,Comedy,The Ugly Truth
645180,14743391,Drama,My Left Foot: The Story of Christy Brown
250000,23859,Documentary,Behind the Burly Q
22500000,15520023,War,The Water Diviner
0,1100000,Action,Moscow Heat
0,62985,Drama,Les amours imaginaires
5200000,2459895,Science Fiction,Class of 1999
26000000,90426405,Horror,Final Destination 2
0,14481606,Horror,Psycho III
3500000,3775000,Action,Batman: The Killing Joke
10000000,443684,Drama,Song to Song
2410000,10755447,Action,Missing in Action 2: The Beginning
0,34710627,Drama,Jane Eyre
18000000,25312387,Comedy,And So It Goes
0,8674093,Drama,Clean and Sober
5000000,3000000,Comedy,Myra Breckinridge
5000000,5129058,Drama,Rabbit Hole
0,30524763,Fantasy,Sleepwalkers
60000000,87784194,Action,State of Play
22000000,413454,Drama,The Death and Life of Bobby Z
25000000,65884703,Action,Scarface
0,80551,Drama,Под электрическими облаками
40000000,31670620,Drama,Rent
13000000,3752426,Fantasy,Mannequin Two: On the Move
800000,6792000,Drama,A Patch of Blue
0,7205,Documentary,I Am Ali
4361898,3031801,Comedy,Mambo Italiano
3500000,4159678,Fantasy,Trolljegeren
116000000,102000000,Drama,The Aviator
0,442965,Comedy,The Last Supper
8000000,6491240,Comedy,It's Kind of a Funny Story
950000,7022209,Drama,Hard Candy
5000000,55635037,Comedy,Ирония судьбы. Продолжение
4200000,32000000,Fantasy,Ночной дозор
50000000,224803475,Fantasy,Hansel & Gretel: Witch Hunters
35000000,57120318,Science Fiction,Predator 2
210000,5000000,Adventure,"The Beast from 20,000 Fathoms"
6000000,1317657,War,The Year of Living Dangerously
4000000,1730000,Animation,Алеша Попович и Тугарин Змей
6000000,102308889,History,Butch Cassidy and the Sundance Kid
20000000,153698625,Family,Free Willy
6500000,255273813,Horror,Annabelle
3705538,62548947,Romance,The Crying Game
12000000,37170057,Drama,Raising Cain
12000000,11293663,Comedy,Lars and the Real Girl
95000000,226497209,Adventure,Percy Jackson & the Olympians: The Lightning Thief
20000000,4634062,Action,Dylan Dog: Dead of Night
0,125,Documentary,A Band Called Death
1752000,5000000,Drama,Sunset Boulevard
12000000,43493123,Comedy,Harold & Kumar Escape from Guantanamo Bay
33000000,62022014,Action,Snakes on a Plane
23000000,79799880,Comedy,The Wedding Ringer
0,76586316,Drama,The Book Thief
3000000,2807390,Comedy,Happiness
25000000,10736401,Comedy,Stay Tuned
0,6321392,Comedy,Little Miss Marker
0,10198357,Comedy,Lyubov V Bolshom Gorode 2
0,401421,Comedy,Some Girls
0,5000000,War,Zona hostil
5500000,22159216,Drama,Piku
25000000,147780440,Comedy,No Strings Attached
7000000,13818181,Horror,House of the Dead
3000000,11947954,Comedy,Bachelorette
45000000,2154540,Action,Shadow Conspiracy
70000000,202466756,Action,Battle: Los Angeles
5000000,38610009,Mystery,The Grudge 3
65000000,240159255,Action,Resident Evil: Retribution
650000,33245,Drama,Stake Land
72000000,408247917,Drama,Signs
18000000,26828365,War,Glory
12000000,81272766,Action,Act of Valor
0,989000,Comedy,Campus Man
0,286201,Documentary,Being Elmo: A Puppeteer's Journey
28000000,16374328,Romance,Pride and Prejudice and Zombies
0,320092,Comedy,"Die, Mommie, Die!"
0,16017403,Drama,O
30000000,13130349,Drama,Rosewood
0,3214116,Comedy,Sleeping with Other People
68000000,118063304,Thriller,The Saint
30000000,373554033,Animation,Toy Story
15000000,61548707,Horror,Krampus
10000000,1631839,Action,Gun Shy
10000000,52882018,Horror,Sinister 2
65000000,84785914,Crime,Zodiac
25000000,163670000,Drama,Up in the Air
800000,14000000,Drama,Children of the Corn
0,269823,Documentary,American Dream
8000000,82703,Drama,A Street Cat Named Bob
0,21134374,Action,Things Are Tough All Over
130000000,243843127,Science Fiction,After Earth
0,243000,Drama,Петербург. Только по любви
18000000,1831348,Action,Renaissance
88000000,243637091,Action,Pixels
777000,2437000,Drama,THX 1138
42000000,63781810,Drama,High Crimes
2000000,2260622,Comedy,Leprechaun 2
12000000,21026290,Drama,Yves Saint Laurent
0,1079726,Comedy,Sordid Lives
10000000,47410000,Action,Hard to Kill
36000000,189712432,Animation,Gnomeo & Juliet
15000000,59389433,Drama,One Day
0,5979011,Drama,1969
0,140987,Drama,Free Style
850000,819939,Drama,Latter Days
14000000,16002420,Drama,Suffragette
0,7000000,Animation,Planet Hulk
4798235,209696,Horror,The Awakening
10000000,1759252,Drama,A Better Life
0,4719695,Crime,True Story
750000,3,Crime,Все и сразу
4000000,29456000,Comedy,La vérité si je mens !
0,36489888,Comedy,Soapdish
0,1055287,Comedy,Elvis & Nixon
20000000,51416464,Fantasy,Daybreakers
0,519535,Thriller,The Reluctant Fundamentalist
90000000,182290266,Thriller,The Haunted Mansion
500000,500000,Drama,Varalaru
2500000,230069,Comedy,Jimmy Vestvood: Amerikan Hero
145000000,609123048,Fantasy,How to Train Your Dragon 2
0,1553826,Drama,"Bless Me, Ultima"
30000000,135130999,Crime,A Perfect World
0,22321,Drama,Tyrannosaur
0,10676194,Action,Hercules
17500000,19179969,Comedy,Beerfest
7000000,560069,Comedy,Bottle Rocket
75000000,142400065,Action,The Legend of Zorro
27220000,5496951,Thriller,The Frozen Ground
22000000,9479718,Drama,Stone
1200000,760883,Animation,Fire and Ice
7000000,19595031,Horror,The Serpent and the Rainbow
0,19978961,Drama,そして父になる
6000000,30471,Action,The Boondock Saints
15000000,35485608,Drama,The Place Beyond the Pines
28000000,133346506,Comedy,The Big Short
0,11000,Documentary,Picture Me
2000000,22179430,Comedy,Waitress
70000000,11263966,Action,Chill Factor
0,239606210,Adventure,Crocodile Dundee II
0,93600000,Family,Lady and the Tramp
40000000,84601681,Comedy,Made of Honor
9100000,76000000,Thriller,Ghajini
450000,973525,Drama,Conversations with Other Women
0,6700,Drama,Lovesong
10500000,11582891,Drama,Graveyard Shift
4000000,119723856,Drama,Lost in Translation
1000000,16000000,Action,Breakout
28000000,96188903,Action,Kick-Ass
80000000,121059225,War,赤壁 2
1300000,10750000,Adventure,The African Queen
10000000,25800,War,"The Tulse Luper Suitcases, Part 1: The Moab Story"
25000000,12000000,Animation,The King and I
9000000,28607524,Drama,Hoosiers
17000000,20455276,Comedy,My Life in Ruins
0,12382362,Action,The Man
44500000,232324128,Drama,Argo
30000000,15556340,Action,Highlander II: The Quickening
35000000,23083334,War,Whiskey Tango Foxtrot
0,3384747,Drama,The Hero
0,1031243,Crime,Ain't Them Bodies Saints
31000000,53208180,Comedy,Arachnophobia
1250000,11000000,Drama,The Lost Weekend
45000000,92374674,Action,Four Brothers
12000000,40855419,Horror,Quarantine
0,102617,Thriller,Coherence
10000000,26488734,Comedy,Billy Madison
16000000,66468332,Comedy,Not Another Teen Movie
150000000,373062864,Adventure,X-Men Origins: Wolverine
2000000,696681,Drama,Космос как предчувствие
50000000,6808550,Comedy,The Big Bounce
70000000,215529201,Horror,Dracula Untold
0,3206713,Drama,Traces of Red
20000000,17280326,Action,12 Rounds
4520000,7175592,Horror,10 to Midnight
6000000,5809330,Drama,Il capitale umano
11000000,161789,Drama,Louder Than Bombs
40000000,240978,Romance,The Ottoman Lieutenant
50000000,159773545,Science Fiction,Alien³
0,1929168,Drama,High Art
15000000,9902115,Drama,Whatever It Takes
73000000,103891409,Crime,Snake Eyes
14000000,154864401,Comedy,Cool Runnings
50000000,38955598,Drama,The Life of David Gale
19000000,40846082,Horror,House on Haunted Hill
30000000,210819611,Science Fiction,District 9
18000000,11500000,Drama,The River
0,3537961,Drama,The Assassination of Richard Nixon
891000,229000,Documentary,A Place Called Chiapas
43000000,80049764,Drama,Finding Forrester
55000000,127600435,Action,First Knight
662141,1606624,Fantasy,Cabin in the Sky
400000,43719,Unknown,Jackpot
0,460226,Drama,Du rififi chez les hommes
85000000,252712101,Animation,Hercules
45000000,73762516,Action,Death Race
0,540152,Drama,Being Flynn
0,28400000,Adventure,High Road to China
1800000,41158757,Action,The French Connection
0,170832,Drama,Uninvited Guest
260000000,604942143,Action,Transformers: The Last Knight
15000000,34533783,Comedy,In Bruges
3000000,19010585,Animation,Три богатыря и Шамаханская царица
30000000,133949270,Adventure,劇場版ポケットモンスター 幻のポケモン ルギア爆誕
7000000,200182160,Drama,Rocky II
30000000,13273595,Drama,Body of Evidence
0,1697294,Music,Song for Marion
25000000,4152230,Thriller,Idle Hands
0,30231200,Fantasy,L: change the WorLd
17000000,78247647,Action,K-9
4600000,25000000,History,Bhaag Milkha Bhaag
4500000,1261000,Horror,From Beyond
110000000,333011068,Adventure,Tomorrow Never Dies
61000000,311256926,Action,Maze Runner: The Scorch Trials
1000000,34522221,Drama,Courageous
0,3692836,Drama,The Portrait of a Lady
20000000,35739755,Comedy,Robin Hood: Men in Tights
15000000,78054825,Drama,Drive
500000,10300,Crime,Squeeze
7000000,2697930,Comedy,Everything is Illuminated
1400000,63463,Drama,All About Eve
0,21890845,Action,警察故事4之簡單任務
5000000,4710749,Drama,Your Friends & Neighbors
20000000,11341016,Music,Connie and Carla
0,1261947,Action,자칼이 온다
22000000,12000000,Action,Sorcerer
18000000,62000000,Romance,Chennai Express
12500000,49002684,Comedy,About Last Night
0,83398,Comedy,Kabluey
20000000,8178569,Horror,Alone in the Dark
4000000,13275000,Mystery,North by Northwest
14000000,35856053,Drama,Taps
360000,36000000,Action,The Born Losers
25000000,15502112,Adventure,Legend
48000000,90383208,Fantasy,Bedazzled
16400000,235860116,Drama,Dead Poets Society
18000000,5887457,Comedy,Ed Wood
0,596349,Thriller,The Third Man
700000,7830611,Documentary,Hoop Dreams
2000000,58510,Horror,Aftershock
20000000,24145613,Drama,Let Me In
15000000,24769466,Drama,The Craft
10000000,66821036,Science Fiction,Skyline
185000000,1004558444,Drama,The Dark Knight
28000000,77516304,Comedy,Serendipity
20000000,7237794,Crime,Johnny Handsome
1900000,2070806,Comedy,"Eu, Tu, Eles"
25000000,24902723,Drama,The 33
8500000,770706,Drama,The Zero Theorem
60000,248000000,Horror,The Blair Witch Project
180000,900000,Drama,بچه‌های آسمان
16000000,81452156,Comedy,Waiting to Exhale
11000000,13276953,Crime,Sugar & Spice
0,1878561,Drama,The Slugger's Wife
2153912,4864560,Comedy,Legok na Pomine
60000000,159330280,Action,The Jackal
3000000,9012000,Western,Red River
0,1718328,Drama,Blue
41000000,91636986,Comedy,"I Love You, Man"
0,457163,Comedy,Une belle fille comme moi
0,5240,Action,The Dead Lands
7000000,60611975,Crime,Fargo
20000000,2297493,Comedy,Under the Rainbow
5000000,42000000,TV Movie,Doctor Who
521873,1013926,Thriller,रमन राघव २.०
34000000,224511319,Action,Baby Driver
0,5000000,Action,Nikita
0,21621000,Drama,Shining Through
50000000,120081841,Drama,We Bought a Zoo
20000000,117760134,Thriller,Disturbia
0,7286388,Drama,Lorenzo's Oil
0,7424,Documentary,Sur le chemin de l'école
0,64227,Crime,Cohen and Tate
3837625,3867000,Comedy,West Is West
42000000,89162162,Fantasy,Red Riding Hood
0,7218340,Drama,The Trip to Bountiful
0,5800000,Western,Rio Bravo
20000000,17432163,Comedy,A Guy Thing
120000000,48668907,Comedy,How Do You Know
45000000,56070433,Romance,Kicking & Screaming
15000000,42724017,Action,Heartbreak Ridge
1000000,9318,Horror,Honeymoon
50000000,8342132,Mystery,Stay
0,101191884,Action,The Recruit
5000000,2091037,Comedy,It Came from Hollywood
152000000,369907963,Drama,War for the Planet of the Apes
0,5101756,Drama,Sin Nombre
120000000,242688965,Action,RoboCop
3347850,1248748,Comedy,Boris - Il film
4437508,2804874,Drama,Barfi!
0,85313124,Comedy,Cocoon
94000000,54744738,Action,Driven
40000000,51070807,Action,The Mechanic
120000000,167977596,Action,Fantastic Four
0,27634716,Drama,Murder on the Orient Express
45000000,124914842,Comedy,"Legally Blonde 2: Red, White & Blonde"
14000000,39673161,Action,Out for Justice
8000000,10848783,Comedy,Extract
10000000,3665069,Crime,Killer Joe
5200000,13000000,Drama,दिल से
4000000,1440000,Mystery,Nieve negra
3900000,4900000,Drama,Hey Ram
5500000,47000000,Comedy,Grand Masti
25000000,34100000,Fantasy,Les Aventures extraordinaires d'Adèle Blanc-Sec
40000000,244527583,Adventure,Back to the Future Part III
63000000,920100000,Adventure,Jurassic Park
5000000,23507567,Drama,God's Not Dead 2
2000000,120620,Drama,It's All Gone Pete Tong
0,46434570,Comedy,The Distinguished Gentleman
38000000,122417389,Comedy,MouseHunt
0,26079312,Comedy,North Dallas Forty
15000000,163169,Action,Down
30000000,25480490,Fantasy,Mimic
48000000,20915465,Adventure,Super Mario Bros.
50000000,83719388,Drama,The Judge
6400000,78371200,Action,The Terminator
750000,4000000,Drama,The Derby Stallion
9000000,18663238,Documentary,Glee: The Concert Movie
0,666045,Action,Beer for My Horses
5000000,26144,Drama,La Tête haute
1000000,6933459,Comedy,喜宴
17820000,14054361,Comedy,RRRrrrr!!!
50000000,16671505,Action,Baby's Day Out
0,20666,Drama,"Marți, după Crăciun"
2,1,Thriller,Mute Witness
14000000,9216,Fantasy,Fishtales
0,88658655,Action,使徒行者
1300000,639000,Drama,Vượt Sóng
0,718490,Comedy,Kicking and Screaming
130000000,276572938,Action,The Bourne Legacy
290000,596000,Adventure,Across to Singapore
190000000,1506249360,Action,Furious 7
2600000,119500000,Western,Blazing Saddles
250000,2500000,Comedy,The Kid
3000000,27200000,Drama,The Bridge on the River Kwai
0,14631377,Drama,Desert Flower
0,1486992,Romance,Tum Bin
0,8533973,Comedy,Ski Patrol
16000000,76514050,Horror,The Unborn
0,7900000,Adventure,Ultimate Avengers 2
0,7025496,Drama,Three Wishes
13400000,16700000,Action,The Last Godfather
65000000,262797249,Adventure,Jumanji
0,1133031,Horror,Cell
35000000,74558115,Horror,From Hell
5000000,9114264,Crime,Filth
1070000,570000,Comedy,Forever Fever
3000000,13308,Documentary,Naqoyqatsi
35000000,17508518,Action,Sabotage
14600000,70906973,Romance,Groundhog Day
5000000,110000000,Drama,Billy Elliot
18000000,5602431,Animation,L'illusionniste
6000000,1305195,Drama,Personal Shopper
97000000,616801808,Action,Logan
11000000,10032765,Romance,What's Eating Gilbert Grape
0,268431,Documentary,Harvard Beats Yale 29-29
0,94633,Comedy,Friends & Lovers
0,382267,Drama,First Snow
11000000,104931801,Horror,Alien
2500000,11403529,Horror,The Birds
5000000,19905359,Action,Nighthawks
2159280,15298355,Drama,Ida
7000000,8349430,Comedy,Smoke
0,25461,Drama,Werckmeister harmóniák
10831173,10654385,Drama,Win Win
13360000,2000000,Comedy,Youth
55000000,95000000,Action,Captain Phillips
20000000,208588,Drama,Dark Places
5000000,34725000,Horror,Psycho II
0,66995253,Drama,Flickan som lekte med elden
5,135,Drama,The Cherry Orchard
3500000,9247881,Comedy,Ringmaster
30000000,42886719,Comedy,A Lot Like Love
2500,15425,Drama,Quiet City
3800000,4307000,Action,The Treasure of the Sierra Madre
0,33461269,Action,Air America
14000000,46495,Drama,Margaret
4000000,10785801,Horror,Låt den rätte komma in
0,217201,Documentary,Ônibus 174
135000000,163794509,Action,Miami Vice
0,2293798,Drama,Renoir
200000000,435000000,Action,Terminator 3: Rise of the Machines
0,14393902,Comedy,Remo Williams: The Adventure Begins...
0,47301471,Comedy,長江七號
2700000,4635143,Unknown,Курочка Ряба
48000000,207515725,Thriller,Traffic
0,288312,Documentary,Something from Nothing: The Art of Rap
2000000,33700,Comedy,Cowboys & Angels
120000000,649398328,Adventure,Star Wars: Episode II - Attack of the Clones
0,314195,Unknown,Небо. Самолёт. Девушка.
500000,220151,Drama,Boy Culture
0,62153,Documentary,Balseros
4000000,2826523,Drama,Sid & Nancy
1500000,173066,Comedy,My Name Is Bruce
19000000,4750000,War,The Fall of the Roman Empire
0,5765562,Horror,Leatherface: Texas Chainsaw Massacre III
6000000,24078196,Action,Lionheart
0,33053559,Comedy,Always san-chôme no yûh
50000000,56714147,Crime,Murder by Numbers
0,19776159,Comedy,2 Days in Paris
70000000,309457509,Comedy,Runaway Bride
6500000,9816332,Comedy,Samyy Luchshiy Film 3-DE
1250000,36144000,Drama,Ultimo tango a Parigi
0,1200627,Action,베테랑
0,102780,Drama,Suture
3000000,7282851,Action,Phantasm II
60000000,73174566,Action,Righteous Kill
30000000,35294470,Thriller,Assault on Precinct 13
200000000,586090727,Adventure,Quantum of Solace
0,138913,Documentary,What the Bleep! Down the Rabbit Hole
130000000,117831631,Action,Pompeii
15000000,6405245,Comedy,Post Grad
0,27900000,Action,Uncommon Valor
0,5405313,Comedy,Den eneste ene
9000000,1046166,Comedy,Undiscovered
1500000,14697005,Action,Kickboxer
4000000,530048,Drama,Oorlogswinter
0,209935,Comedy,Man of the Year
17000000,72070731,Drama,My Fair Lady
3230939,18000000,Action,Ayan
0,6538177,Comedy,Grandma's Boy
14000000,38574362,Horror,Urban Legends: Final Cut
0,3090862,Action,Paid in Full
0,50504655,Comedy,Eddie Murphy Raw
9000000,18803648,Comedy,The Edge of Seventeen
16000000,24377151,Adventure,The Darjeeling Limited
170000000,400062763,Adventure,TRON: Legacy
0,1805884,Crime,I cento passi
1549000,7096000,Action,Tau man ji D
12000000,32726956,Documentary,Katy Perry: Part of Me
6500000,566736,Drama,The Hand
170000000,714766572,Action,Captain America: The Winter Soldier
50000000,66002004,Comedy,Herbie Fully Loaded
3700000,3338228,Crime,Unknown
0,181466833,Mystery,Scooby-Doo 2: Monsters Unleashed
19000000,85241496,Mystery,Nerve
125000000,407778013,Thriller,The Mummy
0,17037887,Drama,The Guardian
108000000,630161890,Drama,The Martian
10000000,100489151,Action,Airport
8000000,10400000,Crime,A Rage in Harlem
37000000,215394738,Comedy,Ghostbusters II
17000000,10006806,Comedy,The Unbearable Lightness of Being
0,72287783,Action,狄仁杰之神都龙王
0,1,Crime,Vermist
80000000,68514844,Animation,Looney Tunes: Back in Action
5000000,742898,Comedy,Party Monster
19800000,41296320,Drama,This Is Where I Leave You
8000000,53086,Drama,Aloft
40000000,251171807,Drama,American Hustle
210000000,459359555,Adventure,X-Men: The Last Stand
0,20240128,Drama,Stella
0,20642922,Action,The Great Waldo Pepper
30000000,17137302,Animation,キャプテンハーロック
12000000,23,Mystery,In the Cut
0,1535558,Drama,Carne trémula
15000000,133432856,Drama,The Artist
7000000,573335,Romance,Freeheld
2300000,11000000,Music,Show Boat
20000000,13204291,Drama,Brideshead Revisited
0,320395,Horror,Vladeniye 18
5000000,125400,Drama,Gaby: A True Story
15000000,40105542,Comedy,All About Steve
12000,6000000,Horror,Pink Flamingos
0,849915,Animation,The Adventures of Mark Twain
700000,3000000,Drama,The Fly
35000000,69823199,Drama,21
7000000,54600000,Drama,"Good Night, and Good Luck."
0,6488144,Action,Flashback
0,355962,Drama,Deewane Huye Paagal
105000000,266000000,Adventure,"10,000 BC"
0,251058,Comedy,Haiku Tunnel
80000000,230685453,Action,Get Smart
3000000,4800080,Drama,Svinalängorna
0,49998613,Comedy,Harry and the Hendersons
0,15429177,Mystery,A Kiss Before Dying
0,200406,Thriller,The Double
48000000,112462508,Comedy,Tooth Fairy
30000000,152427960,Adventure,A View to a Kill
0,1179002,Action,Nightwatch
180000000,372234864,Adventure,The Golden Compass
0,67821,Documentary,Circo
0,25147786,Drama,Biutiful
6500000,1548955,Romance,A Home at the End of the World
56000000,12923936,Drama,Gods and Generals
0,3462,Comedy,La stratégie de la poussette
12000000,39673162,Comedy,Jackie Brown
592,1,Romance,The Merry Widow
0,15240456,Documentary,African Cats
0,2043704,Drama,Right at Your Door
12000000,32248241,Science Fiction,Project Almanac
5000000,86362372,Horror,Paranormal Activity: The Marked Ones
31115000,71000000,Drama,Cleopatra
0,6000000,Comedy,OPA!
65000000,415252786,Comedy,Sex and the City
0,311245,Comedy,Monster in a Box
28000000,195312802,Adventure,For Your Eyes Only
26400000,62000000,Action,எந்திரன்
25000000,117719158,Horror,Final Destination 3
28000000,1749201,Drama,Third Person
65000000,162091208,Mystery,Eyes Wide Shut
0,50892160,Comedy,Something to Talk About
0,51854875,Fantasy,The Odd Life of Timothy Green
175000000,173000000,Fantasy,Evan Almighty
83000000,59468275,Science Fiction,The Flintstones in Viva Rock Vegas
40000000,123494610,Comedy,Blended
28000000,14051384,Music,Blues Brothers 2000
10000000,25196249,Comedy,Don't Tell Mom the Babysitter's Dead
20000000,20211394,Drama,Appaloosa
1500000,22812411,Action,Missing in Action
30000000,24048000,Action,Virtuosity
0,1100000,Mystery,The Overnight
1000000,10018,Crime,Alone With Her
40000000,26155781,Comedy,The Whole Ten Yards
0,20471382,Drama,Omen III: The Final Conflict
1500000,712294,Drama,The Ballad of Jack and Rose
0,4069826,Comedy,Frances Ha
25000000,20719451,Drama,Mao's Last Dancer
0,204,Comedy,मालामाल वीकली
5000000,6700000,Drama,Paris Can Wait
35000000,85416905,Action,Max Payne
0,2628241,Drama,Lucía y el sexo
0,14836,Drama,Jayne Mansfield's Car
6500000,31899000,Horror,Dressed to Kill
0,50021959,Drama,When a Man Loves a Woman
40000000,243240178,Drama,A Few Good Men
855000,1200000,Thriller,Five Graves to Cairo
42000000,119946358,Drama,Rocky V
4000000,389503,Action,Search and Destroy
500000,500000,Comedy,Bikini Spring Break
24000000,88545092,Drama,The Cider House Rules
0,35456,Documentary,Cropsey
0,42647449,Drama,Glory Road
28000000,103173635,Comedy,Working Girl
0,7406,Drama,Heremakono
9000000,7936012,Action,Runaway Train
0,11650,Action,Charlie Countryman
58000000,25928721,Music,The Cotton Club
85000000,208076205,Action,Safe House
0,343341,Romance,Drinking Buddies
8500000,7500000,Action,Big Game
9000000,10364904,Crime,Thief of Hearts
120000000,415440673,Action,The Wolverine
5952000,2120439,Horror,Videodrome
2300000,20000000,Drama,Breaking Away
2000000,393816,Comedy,Шапито-шоу
80000000,52099090,Action,The Finest Hours
10000000,9069,Comedy,Janky Promoters
40000000,30199105,Crime,The Art of War
11715578,21888598,Drama,葉問
10000000,4417580,Drama,"Jeff, Who Lives at Home"
0,23042200,Drama,The Program
54000000,190458706,Action,Superman II
0,4176932,Drama,Priest
70000000,225990978,Comedy,Yes Man
1379375,105097,Drama,Aferim!
40000000,357852395,Action,The Karate Kid
0,13200241,Comedy,कल हो ना हो
10000000,21486757,Comedy,Married to the Mob
1900000,5900000,Crime,Sarkar
5000000,17768757,Horror,Halloween 4: The Return of Michael Myers
37000000,6482195,Action,Switchback
4000000,6000000,Action,Aadukalam
0,4571025,Thriller,Batman: Assault on Arkham
67000000,47267001,Action,Last Man Standing
65000000,235666219,Action,Spy
50000000,69411370,Action,13 Hours: The Secret Soldiers of Benghazi
19000000,44332015,Comedy,Picture Perfect
60000000,119940815,Crime,Intolerable Cruelty
27000000,27200316,Mystery,Dark City
0,16928137,Comedy,The One and Only
0,1250712,Action,Kickboxer 2:  The Road Back
10000000,59217789,Horror,Jeepers Creepers
35000000,19165560,Science Fiction,Species II
80000000,15071514,Science Fiction,The Invasion
4000000,18591272,Action,Empire
0,11348324,Family,Balto
1114000,2610000,Drama,Queen Christina
0,121129,Thriller,Груз 200
5000000,340312,Action,Антикиллер
5000000,8153677,Drama,Cheetah
30000000,70200000,Science Fiction,Star Trek V: The Final Frontier
45000000,141220678,Comedy,Scary Movie 2
0,100544,Drama,Left Luggage
100000000,392000694,Crime,The Wolf of Wall Street
40000000,136000000,Action,The Bounty Hunter
25000000,28341469,Drama,The Shawshank Redemption
15000000,8138788,Drama,Promised Land
170000000,773328629,Action,Guardians of the Galaxy
35000000,69307224,Comedy,License to Wed
0,5741608,Comedy,Feast of Love
0,260354,Drama,"I, Daniel Blake"
42000000,46221189,Action,Man on a Ledge
0,7897645,Comedy,Coffee and Cigarettes
20000000,34560577,Action,Crank: High Voltage
3196621,25513752,Comedy,Er ist wieder da
1000000,10499694,Action,American Ninja
440141,2640850,Drama,హ్యాపీ డేస్
18000000,23000000,Drama,Raging Bull
13000000,35763605,Drama,Child's Play 2
1200000,112892319,Comedy,The Rocky Horror Picture Show
2000000,4000000,Drama,Alexander's Ragtime Band
4,25,Drama,A Farewell to Arms
0,15309302,Crime,Alpha Dog
32000000,152036382,Drama,Phenomenon
207000000,550000000,Adventure,King Kong
52000000,355237933,Drama,Apollo 13
120000,130000,Mystery,ഗ്രാന്‍റ്മാസ്റ്റര്‍
15000000,43848069,Crime,Wall Street
25000000,10113733,Drama,Possession
0,9234510,Crime,The Visitor
0,262921,Comedy,The Family Fang
60000000,300228084,Action,Resident Evil: Afterlife
8000000,29010817,Comedy,New in Town
130000000,371940071,Adventure,The Adventures of Tintin
75000000,114660784,Action,We Were Soldiers
2627000,5363000,Drama,A Guy Named Joe
8000000,10130000,Comedy,Prom
0,6455530,Fantasy,The Last Unicorn
53000000,139804348,Animation,Anastasia
4000000,22490039,Action,The Warriors
0,1494399,Drama,The Field
40000000,385284817,Action,捉妖记
0,258464,Comedy,The Man with Rain in His Shoes
134000,4000000,Thriller,Cat People
18000000,57096190,Science Fiction,The Mist
40000000,285176741,Comedy,Wedding Crashers
0,239894,Drama,Body Shots
105000000,347434178,Fantasy,The Smurfs 2
28000000,8555008,Drama,The Fifth Estate
35000000,32483410,Drama,Untraceable
40000000,161834276,Horror,Scream 3
75000000,288500217,Action,The Bourne Supremacy
0,6861102,Comedy,Cedar Rapids
25000000,129115,Crime,一個人的武林
44000000,12342632,Action,The Interview
2000000,20908467,Drama,Amores perros
40000000,46471023,Adventure,Fantastic Mr. Fox
2000000,4100000,Action,Godzilla 1985
7500000,143000,Action,Man-Thing
0,10878107,Comedy,The Pink Panther
25000000,15704614,Adventure,Leviathan
0,1822250,History,Testament of Youth
50000000,49111202,Drama,The Black Dahlia
1000000,404785,Comedy,Я остаюсь
2900000,74918,Horror,No One Lives
0,4542,Documentary,Mugabe and the White African
0,1501785,Action,Company Business
17000000,17185632,Horror,Angel Heart
0,263000,Comedy,Суперплохие
29000000,98185582,Action,Once Upon a Time in Mexico
11000000,49797148,Comedy,Major League
2000000,2506446,Comedy,Full Frontal
0,3848034,Comedy,슈퍼맨이었던 사나이
6000000,5844868,Action,The Hitcher
0,11000000,Crime,The Mirror Crack'd
15000000,12036149,Adventure,The Three Burials of Melquiades Estrada
5000000,44030246,Horror,Oculus
1243000,2841000,Action,3 Godfathers
50000000,79958599,Action,Exit Wounds
10000000,18,Crime,Deadfall
40000000,22044277,Drama,A Thousand Words
0,168180,Mystery,Witchboard 2: The Devil's Doorway
67000000,25303038,Action,The Last Legion
0,2802459,Drama,桃姐
0,10068,Documentary,Beetle Queen Conquers Tokyo
0,127251,Romance,Hustler White
140000000,655011224,Adventure,Pirates of the Caribbean: The Curse of the Black Pearl
120000,182857,Crime,Bande à part
550000,59754601,Horror,Friday the 13th
